filename,label,sample_id,source,batch,purpose,width,height,sha256
0036_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115213486-0572.png,0036,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115213486-0572,饭团动漫,batch_20260715_fantuan,training_raw,128,40,7d3bee012f0432ff2466e45d131628c5a74d56f75f4b49c749b6157c07ff8dee
0036_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115504599-0535.png,0036,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115504599-0535,新优酷,batch_20260715_xinyouku,training_raw,128,40,9657482a0919fd91561312b4a87c181a6f56734357e44b06c1955af475be4e6a
0039_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784114484495-0084.png,0039,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784114484495-0084,饭团动漫,fantuan_100,preflight_test,128,40,c435292af07cad2e30b9bac3f1e058e98f13d50cacce049e642f962d440fd6ca
0041_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115834636-0769.png,0041,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115834636-0769,新优酷,batch_20260715_xinyouku,training_raw,128,40,4505026b2090d23f03e489a9034062cb1b6328922bb7b90d74ba76086b1e6b20
0042_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115401064-0452.png,0042,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115401064-0452,新优酷,batch_20260715_xinyouku,training_raw,128,40,451527868515fee6e6ca8b23e1c0025b1ec2dbb7b51ae4ec53db9017e9ea4a1e
0043_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115439384-0783.png,0043,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115439384-0783,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,baef87e24f1099c83f84de3a59a33beded187e1a24877b99f7e56e342da7ff2e
0043_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115460341-0934.png,0043,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115460341-0934,饭团动漫,batch_20260715_fantuan,training_raw,128,40,259074387a5f5cd4e18eb5d9c2a604513e6f7aadaf46536e1e0468f78fb2375d
0046_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115205437-0297.png,0046,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115205437-0297,新优酷,batch_20260715_xinyouku,training_raw,128,40,7feebc9562feefe5a1f923aab0c612a8e8858aca1a291532a4edfa691d9706cf
0047_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115210830-0150.png,0047,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115210830-0150,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,4f3f88ebeebd1cd5629a3c6cdd4a688838b59610ea340484cd2ce203b18d8a88
0050_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115778109-0730.png,0050,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115778109-0730,新优酷,batch_20260715_xinyouku,training_raw,128,40,16526df47a9607bb95e5b5efef16193ac370033498b2ce5c0e5e51411c8f008a
0051_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115331819-0398.png,0051,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115331819-0398,新优酷,batch_20260715_xinyouku,training_raw,128,40,297394de312a8b1231dcb2e4a449fd06fc78f20fdcbc2efca619560a9c589616
0051_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784116053237-0924.png,0051,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784116053237-0924,新优酷,batch_20260715_xinyouku,training_raw,128,40,16e619e85a6765cd3800f83cf35ae6870ae229385ffd5132030458510446bad4
0057_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115003533-0263.png,0057,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115003533-0263,饭团动漫,batch_20260715_fantuan,training_raw,128,40,a7242271c3bfe58fc08902b21750f28f14c58d7c8206cb1f6bd69e142ef1b58c
0061_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784116058157-0928.png,0061,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784116058157-0928,新优酷,batch_20260715_xinyouku,training_raw,128,40,6316897302b27e5e61229f9b5c64433f7b3a7def8ffab43ce0f75e739c3ac3ad
0064_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115436841-0776.png,0064,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115436841-0776,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,d482ba9a6e2cf5c2dee1d0b98e5a611f3687cbaf0f9c5f0fa9545591a9a9688e
0064_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115137538-0459.png,0064,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115137538-0459,饭团动漫,batch_20260715_fantuan,training_raw,128,40,d8bd41eae9a2027d7faea224f884a0eb4214131743c02ab64fdc203e08f02d37
0073_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115083622-0379.png,0073,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115083622-0379,饭团动漫,batch_20260715_fantuan,training_raw,128,40,fde2c550fbfdef0d166a046f1174b76f1774ab1f1622342231c8f80ee6d0327b
0074_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115169687-0507.png,0074,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115169687-0507,饭团动漫,batch_20260715_fantuan,training_raw,128,40,a3ec4bcc70a607330ad8806a2bd90a471364d9e5ed07fb8db7a6241a89febc12
0074_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115293536-0367.png,0074,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115293536-0367,新优酷,batch_20260715_xinyouku,training_raw,128,40,5128ebab619860c11fe6db22b0a7a2e6d299d9c50094f9f91d61a01c0ca094c3
0074_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115992443-0878.png,0074,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115992443-0878,新优酷,batch_20260715_xinyouku,training_raw,128,40,1ff4f1e9562e1f0da4dd665f728ad266ceea8c8bcd783abfc98c7dea9c8fde8d
0076_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115167774-0268.png,0076,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115167774-0268,新优酷,batch_20260715_xinyouku,training_raw,128,40,864ad0060a70a2a396ca64332cafab3e8bf3a8cd67da0cf11e7f429f20853001
0077_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115512329-0983.png,0077,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115512329-0983,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,65ceb98332dfdbdf99b1444f0c2e0ff43b8d07b9edb5c0001ddeca3a51bbb806
0079_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115355836-0550.png,0079,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115355836-0550,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,22636c6c3f37be576a2ff5b3ab37c89336ff6374b50f785a7315ea9eda157d63
0080_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115466543-0943.png,0080,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115466543-0943,饭团动漫,batch_20260715_fantuan,training_raw,128,40,7fe9f7c7a4f07f2c5a914ab35bf7f89d71a7270bb488e34a064ba81c15b15bc7
0083_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115515579-0992.png,0083,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115515579-0992,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,7157e3b333fdbadc55702dee879a626ca1a479f0314f3d5655c90d268d14be11
0086_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115225308-0313.png,0086,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115225308-0313,新优酷,batch_20260715_xinyouku,training_raw,128,40,356fea5baa324a6811caa0a96db2d9eb93a85c995a703f1aca10db985b7b88f8
0086_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115952495-0851.png,0086,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115952495-0851,新优酷,batch_20260715_xinyouku,training_raw,128,40,eb760d2988d95aa60f5286c98938f077080b6ec808089d0a5860fe9a99fd4bc6
0090_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115506389-0967.png,0090,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115506389-0967,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,c105acc7a90af526df47212871a36faf0da151315138278f2c4174dee91a1d8f
0092_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115218334-0171.png,0092,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115218334-0171,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,4b2580ea05ce87575832cbcc6f78a7be2dc97dffa20444d28f9c17e1f0441b81
0092_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115444387-0797.png,0092,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115444387-0797,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,a7dbe5e5b906c57433515ed13835ba752b1e192d436d9e1ee73927ae8b60bcbf
0092_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784114437166-0017.png,0092,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784114437166-0017,饭团动漫,fantuan_100,preflight_test,128,40,bc2e8b80c2fd594546ba293df46150533bd32246708174b9e035556673ff791c
0094_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115324838-0393.png,0094,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115324838-0393,新优酷,batch_20260715_xinyouku,training_raw,128,40,eb65cbf857981d4628dc09aa319928a268d22505ed39c95a988ba56f07436d9c
0096_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115248268-0253.png,0096,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115248268-0253,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,00cbf951261d681c4fb648dfdae8d9244ec2f669cb26d8712ad1d5d0ad819b92
0096_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115443488-0908.png,0096,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115443488-0908,饭团动漫,batch_20260715_fantuan,training_raw,128,40,ea1368db8a8fbf39c61fbfa0e783ced3afa4809b6576c0ffce42a6174123d857
0100_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115130923-0449.png,0100,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115130923-0449,饭团动漫,batch_20260715_fantuan,training_raw,128,40,b7b445e6a77e67070b6d900fabb0d9550917c33fb5a7e02f0f82786443c71e60
0103_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115158727-0007.png,0103,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115158727-0007,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,91f080971fd9c3f85534714156342051513c47959875199a2ca560e26a55946f
0103_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784114955224-0190.png,0103,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784114955224-0190,饭团动漫,batch_20260715_fantuan,training_raw,128,40,d24d8a65a3b6dfb6c18ff0b86183befa416b491a549cf272e7877c8e2d53b7d3
0103_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115137006-0244.png,0103,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115137006-0244,新优酷,batch_20260715_xinyouku,training_raw,128,40,5e8396a46be4646e9a3ded769deb40df3b37433469054980e8016b2cc9ec7f38
0104_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115251309-0261.png,0104,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115251309-0261,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,9ded9cd03904a0c5a45f15f90ed9c64624f3bfd05412affde4ef6240e6b3f04d
0105_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784116114277-0971.png,0105,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784116114277-0971,新优酷,batch_20260715_xinyouku,training_raw,128,40,617253bd41ea9237c19dcca53fcfc50675bcb32c53d60ed24609462991064251
0107_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784114483843-0083.png,0107,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784114483843-0083,饭团动漫,fantuan_100,preflight_test,128,40,c418a94d16546f3481869318ea8094d584084ef6ec8e6160e68e162c69a127f5
0108_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115538582-0561.png,0108,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115538582-0561,新优酷,batch_20260715_xinyouku,training_raw,128,40,c19c79e7e33256e95fb28a248b2a42662de45c12875b275c73ac725db59fbe43
0109_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115029404-0301.png,0109,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115029404-0301,饭团动漫,batch_20260715_fantuan,training_raw,128,40,c60231695cfc0a335ddf7d245a06b089d9e358c3f8ea5945d81a9f3917d2e101
0109_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784116048429-0920.png,0109,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784116048429-0920,新优酷,batch_20260715_xinyouku,training_raw,128,40,01f08d26c6a6ea2d4ca400151005e33732cb5c888fc266d4b9783d75b0deb481
0110_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115733968-0699.png,0110,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115733968-0699,新优酷,batch_20260715_xinyouku,training_raw,128,40,f6177ded1b57bf87c2cab7b504569086a4b701a306517937faf6890f75385f33
0111_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115186800-0533.png,0111,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115186800-0533,饭团动漫,batch_20260715_fantuan,training_raw,128,40,abc4dcf62753b2c28745635dc0b42cc91c9351b37bca43a700c1ddf9a9450df4
0112_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784116060538-0930.png,0112,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784116060538-0930,新优酷,batch_20260715_xinyouku,training_raw,128,40,acb909498ae7f7824123e22ae2150beabca8bb20467e5c5f884a8c00871a1234
0114_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115596133-0606.png,0114,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115596133-0606,新优酷,batch_20260715_xinyouku,training_raw,128,40,18f7e7ffd7282909c3d86142b2b228233a49a2df86b4d2380851dc8d38b8381e
0115_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784114859750-0024.png,0115,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784114859750-0024,新优酷,batch_20260715_xinyouku,training_raw,128,40,d4a739153329ae1f3427a2d40af3eb4e720e6dbce4f4acc8b3237ad784deffd8
0116_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115166476-0028.png,0116,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115166476-0028,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,33780dd8ca52e38bc34df16509ab41500d878d8eb3a63f619fd06cded992ae4e
0121_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115010077-0144.png,0121,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115010077-0144,新优酷,batch_20260715_xinyouku,training_raw,128,40,d3f66548318373372196d4726b0596a168496df798d26071ddc8674976c9a8de
0125_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115161709-0015.png,0125,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115161709-0015,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,b66d14f1a4c1416e59e0b25a451a9406df2ee18f792e646f92002ccc94b46aa0
0125_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115242116-0614.png,0125,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115242116-0614,饭团动漫,batch_20260715_fantuan,training_raw,128,40,9f0df74fa4b3ebc2410660f59e45e98ccfc30217fe768ac11398bc75aa8eea1e
0129_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115578217-0592.png,0129,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115578217-0592,新优酷,batch_20260715_xinyouku,training_raw,128,40,ea781d83fe68135a3c16715758b2dc1185440259810733060c9bc0baa9d382c0
0130_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784114695392-0061.png,0130,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784114695392-0061,新优酷,xinyouku_100,preflight_test,128,40,8382e92080538ef88e88e40e36d31dd10d494fafd1c7483a4c81a0264ac196af
0131_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115163407-0265.png,0131,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115163407-0265,新优酷,batch_20260715_xinyouku,training_raw,128,40,a7e176a349a1a6a0bba015234baf9412a981667d8821c76f9a52241bae71c2b4
0135_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115150173-0478.png,0135,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115150173-0478,饭团动漫,batch_20260715_fantuan,training_raw,128,40,f7b8261dfac336750af799a37a876734999ce14496f78d64d093743cc2621c29
0139_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115743197-0705.png,0139,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115743197-0705,新优酷,batch_20260715_xinyouku,training_raw,128,40,7f70f33f4c2607e97ebc21b3dc951c819235cd0dbe3e09380718526cde1154b4
0145_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115354118-0545.png,0145,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115354118-0545,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,3c3f3c54a2c8f57c6dd30e07392de9ca67f19e4c5d2eca5158c5be70d5cd38fb
0150_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115416894-0720.png,0150,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115416894-0720,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,c77ac44538ff32c03b8cec14652406ce8cc530ca23c1111147016db614ef2c35
0151_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115421791-0876.png,0151,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115421791-0876,饭团动漫,batch_20260715_fantuan,training_raw,128,40,fc5fbf3015bf114be42a97707b426100160568985b3fc1179828b7a0022d9209
0151_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115459790-0499.png,0151,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115459790-0499,新优酷,batch_20260715_xinyouku,training_raw,128,40,44696b125aae74fea2be9debc065875fc31223169d544bd78cec457dff6c2ced
0152_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115176696-0056.png,0152,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115176696-0056,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,af2dcf880359316e9ddf7d40fc7c66282b68b4b37f2495e240ef90813ae15c06
0154_7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115205801-0136.png,0154,7a831cfc-a80e-4b52-9a39-9603bcff967d-1784115205801-0136,次元城动画,batch_20260715_ciyuancheng,training_raw,128,40,bf97ee613c6c3543daa75de232dd7ade32bd90ca5151b2d642820818bdeec444
0155_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115957582-0854.png,0155,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784115957582-0854,新优酷,batch_20260715_xinyouku,training_raw,128,40,daada66e9987f1807af4556854a38183e431d1570d1d59093732ec5d4c653d62
0159_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784114969401-0211.png,0159,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784114969401-0211,饭团动漫,batch_20260715_fantuan,training_raw,128,40,be8e1f877b56fca554ad58062f5085591b5c27885d7ba3bd1f3b78e8aec06df5
0162_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784114474829-0070.png,0162,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784114474829-0070,饭团动漫,fantuan_100,preflight_test,128,40,1c1c3e8253f9b1e1edad52f6026f3de36546b1226d949249e506441c59078c0d
0162_a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115444733-0910.png,0162,a638aa6e-3e84-42e1-9ded-5ae76935ace6-1784115444733-0910,饭团动漫,batch_20260715_fantuan,training_raw,128,40,305a2e88a639c1a114248dc37ee41fe905770c3822944f79267771c084cf5889
0163_d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784116083037-0947.png,0163,d6615c37-825a-4adc-9644-e4e8f0e41d6f-1784116083037-0947,新优酷,batch_20260715_xinyouku,training_raw,128,40,3112e164bd3d0133889ce782e6db24c1eb59b77d3dad2edd10ff1ecf0c1a9c58
